unicode,char,ver,frequence
U+3932,㤲,3.0,3
U+3933,㤳,3.0,3
U+3936,㤶,3.0,7
U+3938,㤸,3.0,3
U+3939,㤹,3.0,5
U+393C,㤼,3.0,13
U+393F,㤿,3.0,18
U+3944,㥄,3.0,13
U+3949,㥉,3.0,2
U+394E,㥎,3.0,1
U+394F,㥏,3.0,17
U+3952,㥒,3.0,10
U+395A,㥚,3.0,1
U+395C,㥜,3.0,21
U+395E,㥞,3.0,6
U+3960,㥠,3.0,6
U+3964,㥤,3.0,5
U+3965,㥥,3.0,1
U+3966,㥦,3.0,4
U+3967,㥧,3.0,50
U+3969,㥩,3.0,6
U+396B,㥫,3.0,3
U+396C,㥬,3.0,15
U+396F,㥯,3.0,47
U+3972,㥲,3.0,145
U+3974,㥴,3.0,3
U+3975,㥵,3.0,3
U+3976,㥶,3.0,9
U+397D,㥽,3.0,85
U+397E,㥾,3.0,6
U+397F,㥿,3.0,3
U+3982,㦂,3.0,2
U+3983,㦃,3.0,2
U+3984,㦄,3.0,2
U+3989,㦉,3.0,4
U+398D,㦍,3.0,11
U+398E,㦎,3.0,32
U+3995,㦕,3.0,3
U+3996,㦖,3.0,4
U+3997,㦗,3.0,35
U+3998,㦘,3.0,1
U+399C,㦜,3.0,23
U+399D,㦝,3.0,1
U+39A5,㦥,3.0,52
U+39A8,㦨,3.0,1
U+39AB,㦫,3.0,1
U+39AC,㦬,3.0,833
U+39AF,㦯,3.0,7
U+39B0,㦰,3.0,3
U+39B2,㦲,3.0,2
U+39B3,㦳,3.0,1
U+39B8,㦸,3.0,225
U+39BB,㦻,3.0,15
U+39BF,㦿,3.0,14
U+39C0,㧀,3.0,4
U+39C5,㧅,3.0,3
U+39C8,㧈,3.0,9
U+39CA,㧊,3.0,431
U+39CB,㧋,3.0,31
U+39CC,㧌,3.0,122
U+39CD,㧍,3.0,3
U+39CE,㧎,3.0,1
U+39D2,㧒,3.0,2
U+39D3,㧓,3.0,50
U+39D6,㧖,3.0,38
U+39D7,㧗,3.0,78
U+39D8,㧘,3.0,1
U+39D9,㧙,3.0,137
U+39DD,㧝,3.0,6
U+39DE,㧞,3.0,54
U+39E1,㧡,3.0,29
U+39E3,㧣,3.0,14
U+39E4,㧤,3.0,2
U+39E5,㧥,3.0,10
U+39E6,㧦,3.0,9
U+39E7,㧧,3.0,24
U+39EA,㧪,3.0,3
U+39EF,㧯,3.0,5
U+39F2,㧲,3.0,6
U+39F9,㧹,3.0,11
U+39FA,㧺,3.0,50
U+39FB,㧻,3.0,35
U+39FE,㧾,3.0,424
U+3A00,㨀,3.0,3
U+3A01,㨁,3.0,18
U+3A02,㨂,3.0,96
U+3A03,㨃,3.0,5
U+3A06,㨆,3.0,11
U+3A0A,㨊,3.0,24
U+3A10,㨐,3.0,6
U+3A11,㨑,3.0,53
U+3A14,㨔,3.0,16
U+3A15,㨕,3.0,5
U+3A16,㨖,3.0,112
U+3A17,㨗,3.0,144
U+3A19,㨙,3.0,6
U+3A1C,㨜,3.0,1
U+3A1D,㨝,3.0,49
U+3A1E,㨞,3.0,6
U+3A1F,㨟,3.0,5
U+3A21,㨡,3.0,10
U+3A22,㨢,3.0,5
U+3A23,㨣,3.0,1
U+3A26,㨦,3.0,7
U+3A2F,㨯,3.0,5
U+3A35,㨵,3.0,5
U+3A36,㨶,3.0,96
U+3A37,㨷,3.0,2
U+3A38,㨸,3.0,1
U+3A39,㨹,3.0,46
U+3A3B,㨻,3.0,3
U+3A3C,㨼,3.0,1
U+3A3E,㨾,3.0,195
U+3A3F,㨿,3.0,793
U+3A40,㩀,3.0,14
U+3A46,㩆,3.0,12
U+3A49,㩉,3.0,108
U+3A4B,㩋,3.0,3
U+3A4C,㩌,3.0,35
U+3A4D,㩍,3.0,1
U+3A52,㩒,3.0,9
U+3A57,㩗,3.0,12
U+3A58,㩘,3.0,5
U+3A59,㩙,3.0,2
U+3A5A,㩚,3.0,8
U+3A5C,㩜,3.0,136
U+3A66,㩦,3.0,5
U+3A67,㩧,3.0,9
U+3A6B,㩫,3.0,15
U+3A6E,㩮,3.0,11
U+3A72,㩲,3.0,179
U+3A73,㩳,3.0,8
U+3A74,㩴,3.0,16
U+3A75,㩵,3.0,6
U+3A7B,㩻,3.0,28
U+3A7C,㩼,3.0,2
U+3A7D,㩽,3.0,4
U+3A85,㪅,3.0,214
U+3A89,㪉,3.0,1
U+3A8D,㪍,3.0,161
U+3A8F,㪏,3.0,5
U+3A94,㪔,3.0,4
U+3A9A,㪚,3.0,63
U+3A9C,㪜,3.0,4
U+3A9F,㪟,3.0,7
U+3AA0,㪠,3.0,1
U+3AA1,㪡,3.0,2
U+3AA4,㪤,3.0,2
U+3AA5,㪥,3.0,1
U+3AAC,㪬,3.0,7
U+3AAF,㪯,3.0,285
U+3AB0,㪰,3.0,1
U+3AB6,㪶,3.0,52
U+3AB7,㪷,3.0,251
U+3AB8,㪸,3.0,7
U+3ABA,㪺,3.0,6
U+3ABB,㪻,3.0,28
U+3AC1,㫁,3.0,5
U+3AC3,㫃,3.0,28
U+3AC4,㫄,3.0,25
U+3AC6,㫆,3.0,309
U+3ACA,㫊,3.0,533
U+3ACB,㫋,3.0,140
U+3AD0,㫐,3.0,6
U+3AD6,㫖,3.0,828
U+3AD9,㫙,3.0,3
U+3ADC,㫜,3.0,6
U+3ADD,㫝,3.0,1
U+3AE2,㫢,3.0,2
U+3AE4,㫤,3.0,3
U+3AEC,㫬,3.0,28
U+3AED,㫭,3.0,3
U+3AEE,㫮,3.0,11
U+3AF0,㫰,3.0,103
U+3AF3,㫳,3.0,6
U+3AF7,㫷,3.0,14
U+3AF9,㫹,3.0,1
U+3AFA,㫺,3.0,37
U+3AFF,㫿,3.0,12
U+3B05,㬅,3.0,4
U+3B07,㬇,3.0,4
U+3B08,㬈,3.0,7
U+3B09,㬉,3.0,66
U+3B0B,㬋,3.0,65
U+3B0E,㬎,3.0,14
U+3B15,㬕,3.0,6
U+3B1A,㬚,3.0,8
U+3B1C,㬜,3.0,3
U+3B1D,㬝,3.0,6
U+3B20,㬠,3.0,34
U+3B21,㬡,3.0,3
U+3B22,㬢,3.0,24
U+3B24,㬤,3.0,44
U+3B25,㬥,3.0,83
U+3B26,㬦,3.0,2
U+3B28,㬨,3.0,1
U+3B2D,㬭,3.0,25
U+3B30,㬰,3.0,5
U+3B31,㬱,3.0,10
U+3B32,㬲,3.0,1
U+3B35,㬵,3.0,7
U+3B36,㬶,3.0,12
U+3B3B,㬻,3.0,1
U+3B3E,㬾,3.0,5
U+3B41,㭁,3.0,6
U+3B44,㭄,3.0,8
U+3B47,㭇,3.0,7
U+3B48,㭈,3.0,6
U+3B49,㭉,3.0,13
U+3B4A,㭊,3.0,544
U+3B4B,㭋,3.0,4
U+3B4D,㭍,3.0,7
U+3B4E,㭎,3.0,1
U+3B51,㭑,3.0,2
U+3B52,㭒,3.0,2
U+3B53,㭓,3.0,12
U+3B55,㭕,3.0,1
U+3B58,㭘,3.0,5
U+3B5C,㭜,3.0,1
U+3B5F,㭟,3.0,92
U+3B66,㭦,3.0,16
U+3B68,㭨,3.0,11
U+3B6A,㭪,3.0,20
U+3B6B,㭫,3.0,8
U+3B6C,㭬,3.0,73
U+3B6E,㭮,3.0,1
U+3B70,㭰,3.0,82
U+3B71,㭱,3.0,6
U+3B73,㭳,3.0,1
U+3B79,㭹,3.0,1
U+3B7A,㭺,3.0,6
U+3B7C,㭼,3.0,28
U+3B7E,㭾,3.0,12
U+3B7F,㭿,3.0,15
U+3B80,㮀,3.0,8
U+3B83,㮃,3.0,16
U+3B84,㮄,3.0,2
U+3B86,㮆,3.0,23
U+3B88,㮈,3.0,1823
U+3B8E,㮎,3.0,11
U+3B8F,㮏,3.0,119
U+3B91,㮑,3.0,3
U+3B92,㮒,3.0,4
U+3B95,㮕,3.0,8
U+3B99,㮙,3.0,8
U+3B9B,㮛,3.0,35
U+3B9E,㮞,3.0,1
U+3BA4,㮤,3.0,1
U+3BA6,㮦,3.0,1
U+3BA7,㮧,3.0,1
U+3BAE,㮮,3.0,1
U+3BAF,㮯,3.0,21
U+3BB1,㮱,3.0,2
U+3BB4,㮴,3.0,7
U+3BB5,㮵,3.0,4
U+3BB6,㮶,3.0,3
U+3BB9,㮹,3.0,10
U+3BBD,㮽,3.0,1
U+3BBF,㮿,3.0,12
U+3BC3,㯃,3.0,1
U+3BC7,㯇,3.0,2
U+3BC8,㯈,3.0,8
U+3BC9,㯉,3.0,17
U+3BCB,㯋,3.0,13
U+3BCD,㯍,3.0,4
U+3BCF,㯏,3.0,23
U+3BD1,㯑,3.0,1
U+3BD3,㯓,3.0,93
U+3BD4,㯔,3.0,1
U+3BD5,㯕,3.0,8
U+3BD6,㯖,3.0,4
U+3BD9,㯙,3.0,1
U+3BDB,㯛,3.0,1
U+3BDF,㯟,3.0,4
U+3BE0,㯠,3.0,3
U+3BE2,㯢,3.0,7
U+3BE4,㯤,3.0,4
U+3BEA,㯪,3.0,6
U+3BEB,㯫,3.0,9
U+3BED,㯭,3.0,28
U+3BEE,㯮,3.0,11
U+3BF0,㯰,3.0,3
U+3BF2,㯲,3.0,10
U+3BF6,㯶,3.0,27
U+3BF7,㯷,3.0,2
U+3BF9,㯹,3.0,140
U+3BFB,㯻,3.0,18
U+3BFC,㯼,3.0,5
U+3BFD,㯽,3.0,3
U+3BFF,㯿,3.0,1
U+3C05,㰅,3.0,28
U+3C06,㰆,3.0,73
U+3C0C,㰌,3.0,20
U+3C0D,㰍,3.0,16
U+3C0E,㰎,3.0,10
U+3C0F,㰏,3.0,1
U+3C1A,㰚,3.0,13
U+3C20,㰠,3.0,118
U+3C23,㰣,3.0,7
U+3C24,㰤,3.0,465
U+3C26,㰦,3.0,55
U+3C29,㰩,3.0,4
U+3C2A,㰪,3.0,3
U+3C2E,㰮,3.0,2
U+3C33,㰳,3.0,2
U+3C34,㰴,3.0,1
U+3C39,㰹,3.0,3
U+3C3B,㰻,3.0,3
U+3C43,㱃,3.0,41
U+3C47,㱇,3.0,81
U+3C52,㱒,3.0,2
U+3C53,㱓,3.0,1
U+3C54,㱔,3.0,11
U+3C55,㱕,3.0,651
U+3C59,㱙,3.0,6
U+3C5B,㱛,3.0,8
U+3C5F,㱟,3.0,10
U+3C60,㱠,3.0,3
U+3C67,㱧,3.0,3
U+3C6C,㱬,3.0,2
U+3C72,㱲,3.0,2
U+3C74,㱴,3.0,4
U+3C80,㲀,3.0,13
U+3C82,㲂,3.0,31
U+3C88,㲈,3.0,8
U+3C89,㲉,3.0,824
U+3C8B,㲋,3.0,7
U+3C92,㲒,3.0,6
U+3C96,㲖,3.0,21
U+3C99,㲙,3.0,8
U+3C9A,㲚,3.0,9
U+3C9C,㲜,3.0,11
U+3C9D,㲝,3.0,2
U+3CA3,㲣,3.0,46
U+3CA5,㲥,3.0,12
U+3CA6,㲦,3.0,7
U+3CA8,㲨,3.0,20
U+3CA9,㲩,3.0,39
U+3CAA,㲪,3.0,124
U+3CAD,㲭,3.0,2
U+3CAE,㲮,3.0,3
U+3CAF,㲯,3.0,87
U+3CB1,㲱,3.0,1
U+3CB2,㲲,3.0,3174
U+3CB9,㲹,3.0,22
U+3CBA,㲺,3.0,2
U+3CBB,㲻,3.0,22
U+3CBD,㲽,3.0,3
U+3CC1,㳁,3.0,2
U+3CC2,㳂,3.0,476
U+3CC4,㳄,3.0,60
U+3CC5,㳅,3.0,40
U+3CC7,㳇,3.0,1
U+3CC9,㳉,3.0,3
U+3CCC,㳌,3.0,12
U+3CCF,㳏,3.0,5
U+3CD1,㳑,3.0,2
U+3CD6,㳖,3.0,1
U+3CD8,㳘,3.0,4
U+3CD9,㳙,3.0,99
U+3CEC,㳬,3.0,35
U+3CEF,㳯,3.0,3
U+3CF5,㳵,3.0,5
U+3CF7,㳷,3.0,353
U+3CF9,㳹,3.0,3
U+3CFA,㳺,3.0,46
U+3D01,㴁,3.0,1
U+3D03,㴃,3.0,7
U+3D09,㴉,3.0,16
U+3D0E,㴎,3.0,18
U+3D11,㴑,3.0,24
U+3D12,㴒,3.0,1
U+3D13,㴓,3.0,4
U+3D14,㴔,3.0,10
U+3D1F,㴟,3.0,3
U+3D20,㴠,3.0,4
U+3D29,㴩,3.0,3
U+3D2D,㴭,3.0,2
U+3D31,㴱,3.0,618
U+3D32,㴲,3.0,4
U+3D33,㴳,3.0,4
U+3D34,㴴,3.0,1
U+3D36,㴶,3.0,4
U+3D37,㴷,3.0,1
U+3D38,㴸,3.0,5
U+3D3B,㴻,3.0,21
U+3D3C,㴼,3.0,9
U+3D3E,㴾,3.0,34
U+3D3F,㴿,3.0,3
U+3D4E,㵎,3.0,2866
U+3D52,㵒,3.0,4
U+3D55,㵕,3.0,20
U+3D5E,㵞,3.0,1
U+3D62,㵢,3.0,1
U+3D63,㵣,3.0,16
U+3D6A,㵪,3.0,34
U+3D6B,㵫,3.0,3
U+3D6D,㵭,3.0,15
U+3D70,㵰,3.0,1
U+3D71,㵱,3.0,261
U+3D72,㵲,3.0,4
U+3D73,㵳,3.0,10
U+3D76,㵶,3.0,31
U+3D7C,㵼,3.0,7
U+3D7D,㵽,3.0,5
U+3D7E,㵾,3.0,2
U+3D7F,㵿,3.0,10
U+3D80,㶀,3.0,3
U+3D81,㶁,3.0,18
U+3D84,㶄,3.0,5
U+3D91,㶑,3.0,43
U+3D95,㶕,3.0,11
U+3D9A,㶚,3.0,45
U+3DA1,㶡,3.0,2
U+3DA3,㶣,3.0,1
U+3DA6,㶦,3.0,7
U+3DB7,㶷,3.0,3
U+3DB8,㶸,3.0,1
U+3DBC,㶼,3.0,7
U+3DBF,㶿,3.0,193
U+3DC0,㷀,3.0,53
U+3DC4,㷄,3.0,3
U+3DC5,㷅,3.0,14
U+3DC9,㷉,3.0,2
U+3DCA,㷊,3.0,12
U+3DCB,㷋,3.0,1
U+3DCC,㷌,3.0,12
U+3DCE,㷎,3.0,3
U+3DD4,㷔,3.0,81
U+3DDD,㷝,3.0,3
U+3DE0,㷠,3.0,4
U+3DE5,㷥,3.0,1
U+3DEC,㷬,3.0,2
U+3DED,㷭,3.0,5
U+3DEE,㷮,3.0,73
U+3DF5,㷵,3.0,3
U+3DF6,㷶,3.0,3
U+3DFB,㷻,3.0,6
U+3DFC,㷼,3.0,1
U+3DFF,㷿,3.0,294
U+3E01,㸁,3.0,4
U+3E02,㸂,3.0,3
U+3E05,㸅,3.0,2
U+3E07,㸇,3.0,4
U+3E0B,㸋,3.0,6
U+3E0C,㸌,3.0,188
U+3E10,㸐,3.0,7
U+3E11,㸑,3.0,178
U+3E12,㸒,3.0,7
U+3E1A,㸚,3.0,6
U+3E20,㸠,3.0,3
U+3E24,㸤,3.0,8
U+3E26,㸦,3.0,945
U+3E36,㸶,3.0,10
U+3E39,㸹,3.0,1
U+3E3A,㸺,3.0,1
U+3E40,㹀,3.0,50
U+3E45,㹅,3.0,254
U+3E57,㹗,3.0,1
U+3E5C,㹜,3.0,1
U+3E5E,㹞,3.0,5
U+3E5F,㹟,3.0,7
U+3E60,㹠,3.0,88
U+3E62,㹢,3.0,31
U+3E64,㹤,3.0,20
U+3E65,㹥,3.0,2
U+3E66,㹦,3.0,2
U+3E67,㹧,3.0,5
U+3E68,㹨,3.0,34
U+3E6C,㹬,3.0,7
U+3E6E,㹮,3.0,9
U+3E73,㹳,3.0,3
U+3E76,㹶,3.0,6
U+3E78,㹸,3.0,4
U+3E7F,㹿,3.0,1
U+3E81,㺁,3.0,1
U+3E83,㺃,3.0,86
U+3E84,㺄,3.0,9
U+3E8A,㺊,3.0,3
U+3E8C,㺌,3.0,1
U+3E90,㺐,3.0,17
U+3E91,㺑,3.0,6
U+3E93,㺓,3.0,2
U+3E96,㺖,3.0,1
U+3E97,㺗,3.0,10
U+3E9A,㺚,3.0,3
U+3E9C,㺜,3.0,4
U+3E9E,㺞,3.0,1
U+3EAF,㺯,3.0,6
U+3EB1,㺱,3.0,3
U+3EB2,㺲,3.0,23
U+3EB3,㺳,3.0,2
U+3EB5,㺵,3.0,5
U+3EBC,㺼,3.0,1
U+3EBE,㺾,3.0,1
U+3EC1,㻁,3.0,18
U+3EC7,㻇,3.0,1
U+3EC8,㻈,3.0,1
U+3EC9,㻉,3.0,14
U+3ECB,㻋,3.0,1
U+3ECC,㻌,3.0,1
U+3ED0,㻐,3.0,1
U+3ED4,㻔,3.0,33
U+3ED5,㻕,3.0,14
U+3EDA,㻚,3.0,2
U+3EDB,㻛,3.0,20
U+3EDE,㻞,3.0,1
U+3EE2,㻢,3.0,1
U+3EE6,㻦,3.0,1
U+3EEE,㻮,3.0,45
U+3EF0,㻰,3.0,1
U+3EF2,㻲,3.0,5
U+3EF4,㻴,3.0,4
U+3EF6,㻶,3.0,1
U+3EFD,㻽,3.0,4
U+3F05,㼅,3.0,3
U+3F06,㼆,3.0,1
U+3F0C,㼌,3.0,12
U+3F0E,㼎,3.0,1
U+3F10,㼐,3.0,2
U+3F11,㼑,3.0,8
U+3F1A,㼚,3.0,22
U+3F1C,㼜,3.0,28
U+3F1D,㼝,3.0,1
U+3F24,㼤,3.0,6
U+3F27,㼧,3.0,3
U+3F2D,㼭,3.0,2
U+3F32,㼲,3.0,18
U+3F35,㼵,3.0,2
U+3F37,㼷,3.0,1
U+3F3C,㼼,3.0,21
U+3F3E,㼾,3.0,77
U+3F43,㽃,3.0,24
U+3F44,㽄,3.0,89
U+3F45,㽅,3.0,1
U+3F4D,㽍,3.0,3
U+3F57,㽗,3.0,1
U+3F58,㽘,3.0,3
U+3F5C,㽜,3.0,4
U+3F5E,㽞,3.0,239
U+3F61,㽡,3.0,3
U+3F6E,㽮,3.0,3
U+3F71,㽱,3.0,6
U+3F72,㽲,3.0,11
U+3F73,㽳,3.0,11
U+3F75,㽵,3.0,744
U+3F77,㽷,3.0,5
U+3F78,㽸,3.0,3
U+3F79,㽹,3.0,1
U+3F7D,㽽,3.0,17
U+3F7F,㽿,3.0,5
U+3F80,㾀,3.0,1
U+3F83,㾃,3.0,1
U+3F87,㾇,3.0,1
U+3F88,㾈,3.0,4
U+3F8C,㾌,3.0,1
U+3F8D,㾍,3.0,1
U+3F8F,㾏,3.0,4
U+3F93,㾓,3.0,4
U+3F95,㾕,3.0,5
U+3F97,㾗,3.0,4
U+3F99,㾙,3.0,3
U+3F9B,㾛,3.0,3
U+3F9C,㾜,3.0,4
U+3FA0,㾠,3.0,1
U+3FA2,㾢,3.0,5
U+3FA8,㾨,3.0,10
U+3FAA,㾪,3.0,12
U+3FAB,㾫,3.0,2
U+3FAD,㾭,3.0,7
U+3FAE,㾮,3.0,10
U+3FAF,㾯,3.0,11
U+3FB9,㾹,3.0,1
U+3FBC,㾼,3.0,8
U+3FBD,㾽,3.0,31
U+3FBE,㾾,3.0,3
U+3FC0,㿀,3.0,2
U+3FC3,㿃,3.0,68
U+3FC5,㿅,3.0,14
U+3FC7,㿇,3.0,124
U+3FC8,㿈,3.0,212
U+3FC9,㿉,3.0,24
U+3FCB,㿋,3.0,15
U+3FCD,㿍,3.0,15
U+3FCE,㿎,3.0,5
U+3FD2,㿒,3.0,1
U+3FD6,㿖,3.0,19
U+3FD7,㿗,3.0,5
U+3FE8,㿨,3.0,2
U+3FEA,㿪,3.0,3
U+3FF2,㿲,3.0,39
U+3FFA,㿺,3.0,4
U+3FFD,㿽,3.0,3
U+4003,䀃,3.0,5
U+4004,䀄,3.0,3
U+400E,䀎,3.0,182
U+400F,䀏,3.0,46
U+4015,䀕,3.0,4
U+4017,䀗,3.0,2
U+401D,䀝,3.0,2
U+401F,䀟,3.0,2
U+4020,䀠,3.0,5
U+4021,䀡,3.0,3
U+4024,䀤,3.0,3
U+4028,䀨,3.0,21
U+402A,䀪,3.0,1
U+402D,䀭,3.0,9
U+402E,䀮,3.0,2
U+402F,䀯,3.0,20
U+4032,䀲,3.0,8
U+4036,䀶,3.0,2
U+4038,䀸,3.0,4
U+4039,䀹,3.0,67
U+403A,䀺,3.0,2
U+403D,䀽,3.0,5
U+403F,䀿,3.0,3
U+4040,䁀,3.0,33
U+4042,䁂,3.0,1
U+4046,䁆,3.0,9
U+404B,䁋,3.0,8
U+404D,䁍,3.0,19
U+4051,䁑,3.0,4
U+4054,䁔,3.0,19
U+4055,䁕,3.0,6
U+405B,䁛,3.0,1
U+405D,䁝,3.0,2
U+4064,䁤,3.0,3
U+4065,䁥,3.0,43
U+406E,䁮,3.0,4
U+406F,䁯,3.0,8
U+4071,䁱,3.0,2
U+4075,䁵,3.0,2
U+4076,䁶,3.0,5
U+407A,䁺,3.0,3
U+407E,䁾,3.0,3
U+4083,䂃,3.0,4
U+4084,䂄,3.0,7
U+408C,䂌,3.0,15
U+408E,䂎,3.0,176
U+4090,䂐,3.0,102
U+4091,䂑,3.0,2
U+4093,䂓,3.0,352
U+4099,䂙,3.0,5
U+40A1,䂡,3.0,1
U+40A5,䂥,3.0,6
U+40A8,䂨,3.0,8
U+40AC,䂬,3.0,1
U+40AD,䂭,3.0,2
U+40AE,䂮,3.0,277
U+40BA,䂺,3.0,2
U+40BF,䂿,3.0,1
U+40C0,䃀,3.0,8
U+40C2,䃂,3.0,1
U+40C3,䃃,3.0,2
U+40C8,䃈,3.0,8
U+40C9,䃉,3.0,2
U+40CB,䃋,3.0,1
U+40CD,䃍,3.0,6
U+40D1,䃑,3.0,1
U+40D5,䃕,3.0,1
U+40D8,䃘,3.0,3
U+40D9,䃙,3.0,15
U+40DA,䃚,3.0,12
U+40DB,䃛,3.0,8
U+40DC,䃜,3.0,21
U+40E3,䃣,3.0,1
U+40EA,䃪,3.0,3
U+40ED,䃭,3.0,4
U+40EE,䃮,3.0,1
U+40F1,䃱,3.0,7
U+40F2,䃲,3.0,10
U+40F4,䃴,3.0,7
U+40F8,䃸,3.0,2
U+40F9,䃹,3.0,1
U+40FA,䃺,3.0,22
U+40FC,䃼,3.0,3
U+4102,䄂,3.0,4
U+4107,䄇,3.0,7
U+411E,䄞,3.0,1
U+4127,䄧,3.0,2
U+4128,䄨,3.0,3
U+4129,䄩,3.0,2
U+412A,䄪,3.0,3
U+412E,䄮,3.0,5
U+412F,䄯,3.0,3
U+4133,䄳,3.0,1
U+4137,䄷,3.0,6
U+413B,䄻,3.0,1
U+413D,䄽,3.0,1
U+4140,䅀,3.0,9
U+414A,䅊,3.0,2
U+414C,䅌,3.0,3
U+414D,䅍,3.0,1
U+414E,䅎,3.0,37
U+4150,䅐,3.0,6
U+4151,䅑,3.0,3
U+4158,䅘,3.0,10
U+415A,䅚,3.0,1
U+415C,䅜,3.0,7
U+4163,䅣,3.0,3
U+4164,䅤,3.0,3
U+4165,䅥,3.0,13
U+4166,䅦,3.0,6
U+4173,䅳,3.0,17
U+4175,䅵,3.0,31
U+4176,䅶,3.0,42
U+4179,䅹,3.0,3
U+417B,䅻,3.0,2
U+417D,䅽,3.0,48
U+4183,䆃,3.0,7
U+4188,䆈,3.0,6
U+4189,䆉,3.0,10
U+418A,䆊,3.0,18
U+418F,䆏,3.0,1
U+4191,䆑,3.0,1
U+4196,䆖,3.0,3
U+4197,䆗,3.0,16
U+4198,䆘,3.0,33
U+419C,䆜,3.0,7
U+419F,䆟,3.0,4
U+41A0,䆠,3.0,43
U+41A4,䆤,3.0,69
U+41A9,䆩,3.0,2
U+41AB,䆫,3.0,151
U+41AE,䆮,3.0,44
U+41B3,䆳,3.0,337
U+41B4,䆴,3.0,3
U+41B8,䆸,3.0,2
U+41BF,䆿,3.0,134
U+41C3,䇃,3.0,8
U+41C4,䇄,3.0,8
U+41CC,䇌,3.0,1
U+41CD,䇍,3.0,1
U+41D0,䇐,3.0,6
U+41D8,䇘,3.0,4
U+41DD,䇝,3.0,6
U+41DE,䇞,3.0,10
U+41E1,䇡,3.0,7
U+41E2,䇢,3.0,10
U+41ED,䇭,3.0,5
U+41F6,䇶,3.0,31
U+41F7,䇷,3.0,35
U+41FA,䇺,3.0,4
U+41FE,䇾,3.0,4
U+41FF,䇿,3.0,3956
U+4201,䈁,3.0,8
U+4207,䈇,3.0,7
U+4217,䈗,3.0,1
U+4219,䈙,3.0,1
U+421A,䈚,3.0,5
U+4225,䈥,3.0,61
U+4230,䈰,3.0,2
U+4234,䈴,3.0,1
U+4235,䈵,3.0,1
U+423D,䈽,3.0,1
U+4245,䉅,3.0,1
U+4248,䉈,3.0,6
U+4249,䉉,3.0,7
U+424A,䉊,3.0,1
U+425B,䉛,3.0,15
U+425C,䉜,3.0,3
U+425E,䉞,3.0,6
U+4261,䉡,3.0,5
U+426C,䉬,3.0,7
U+4270,䉰,3.0,1
U+4275,䉵,3.0,6
U+427B,䉻,3.0,3
U+427C,䉼,3.0,106
U+427D,䉽,3.0,18
U+4280,䊀,3.0,12
U+4289,䊉,3.0,8
U+428B,䊋,3.0,20
U+428F,䊏,3.0,4
U+4292,䊒,3.0,5
U+429A,䊚,3.0,6
U+429F,䊟,3.0,6
U+42A2,䊢,3.0,2
U+42A3,䊣,3.0,1
U+42A4,䊤,3.0,5
U+42A7,䊧,3.0,2
U+42A9,䊩,3.0,53
U+42AA,䊪,3.0,8
U+42AE,䊮,3.0,6
U+42AF,䊯,3.0,9
U+42B3,䊳,3.0,3
U+42B6,䊶,3.0,4
U+42B8,䊸,3.0,30
U+42BA,䊺,3.0,7
U+42C4,䋄,3.0,50
U+42C8,䋈,3.0,50
U+42CE,䋎,3.0,3
U+42CF,䋏,3.0,14
U+42D4,䋔,3.0,1
U+42D8,䋘,3.0,2
U+42D9,䋙,3.0,12
U+42DA,䋚,3.0,1
U+42DE,䋞,3.0,6
U+42E2,䋢,3.0,3
U+42E7,䋧,3.0,1
U+42EB,䋫,3.0,15
U+42EC,䋬,3.0,3
U+42EE,䋮,3.0,1
U+42F1,䋱,3.0,1
U+42F2,䋲,3.0,23
U+42F4,䋴,3.0,5
U+42F8,䋸,3.0,2
U+42FA,䋺,3.0,3
U+42FE,䋾,3.0,133
U+42FF,䋿,3.0,13
U+4304,䌄,3.0,2
U+4307,䌇,3.0,23
U+4309,䌉,3.0,17
U+430A,䌊,3.0,1
U+430C,䌌,3.0,3
U+430E,䌎,3.0,19
U+4319,䌙,3.0,5
U+431B,䌛,3.0,12
U+431C,䌜,3.0,1
U+431D,䌝,3.0,1
U+431F,䌟,3.0,5
U+4320,䌠,3.0,7
U+4324,䌤,3.0,14
U+4325,䌥,3.0,14
U+4326,䌦,3.0,3
U+4327,䌧,3.0,7
U+4329,䌩,3.0,2
U+432C,䌬,3.0,1
U+432F,䌯,3.0,2
U+4335,䌵,3.0,14
U+4343,䍃,3.0,16
U+434B,䍋,3.0,1
U+434C,䍌,3.0,5
U+4350,䍐,3.0,5
U+4351,䍑,3.0,4
U+435B,䍛,3.0,1
U+435C,䍜,3.0,2
U+4364,䍤,3.0,2
U+4365,䍥,3.0,1
U+4366,䍦,3.0,2
U+4367,䍧,3.0,43
U+4369,䍩,3.0,1
U+436C,䍬,3.0,6
U+4372,䍲,3.0,31
U+4376,䍶,3.0,1
U+437D,䍽,3.0,22
U+4380,䎀,3.0,1
U+4382,䎂,3.0,10
U+4396,䎖,3.0,1
U+4397,䎗,3.0,1
U+4398,䎘,3.0,2
U+4399,䎙,3.0,1
U+43A1,䎡,3.0,276
U+43A2,䎢,3.0,1
U+43AB,䎫,3.0,1
U+43B3,䎳,3.0,2
U+43B8,䎸,3.0,4
U+43B9,䎹,3.0,3
U+43C2,䏂,3.0,13
U+43C8,䏈,3.0,4
U+43CA,䏊,3.0,17
U+43CC,䏌,3.0,1
U+43CD,䏍,3.0,12
U+43CE,䏎,3.0,6
U+43CF,䏏,3.0,14
U+43D0,䏐,3.0,1
U+43D1,䏑,3.0,12
U+43D4,䏔,3.0,8
