id,title,byline
T1283,佛說寶藏神大明曼拏羅儀軌經,宋 法天譯
T1284,佛說聖寶藏神儀軌經,宋 法天譯
T1285,佛說寶賢陀羅尼經,宋 法賢譯
T1286,堅牢地天儀軌,唐 善無畏譯
T1287,大黑天神法,唐 神愷記
T1288,佛說最上祕密那拏天經,宋 法賢譯
T1289,佛說金毘羅童子威德經,唐 不空譯
T1290,焰羅王供行法次第,唐 阿謨伽撰
T1291,深沙大將儀軌,唐 不空譯
T1293,般若守護十六善神王形體,唐 金剛智譯
T1295,供養護世八天法,唐 法全集
T1297,供養十二大威德天報恩品,唐 不空譯
T1299,文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經,唐 不空譯
T1300,摩登伽經,吳 竺律炎支謙共譯
T1301,舍頭諫太子二十八宿經,西晉 竺法護譯
T1302,諸星母陀羅尼經,唐 法成譯
T1303,佛說聖曜母陀羅尼經,宋 法天譯
T1304,宿曜儀軌,唐 一行撰
T1305,北斗七星念誦儀軌,唐 金剛智譯
T1306,北斗七星護摩祕要儀軌,唐 不空述
T1308,七曜攘災決,唐 金俱吒撰
T1309,七曜星辰別行法,唐 一行撰
T1310,北斗七星護摩法,唐 一行撰
T1311,梵天火羅九曜,唐 一行述
T1312,難儞計濕嚩囉天說支輪經,宋 法賢譯
T1313,佛說救拔焰口餓鬼陀羅尼經,唐 不空譯
T1314,佛說救面然餓鬼陀羅尼神呪經,唐 實叉難陀譯
T1315,施諸餓鬼飲食及水法,唐 不空譯
T1316,佛說甘露經陀羅尼呪,唐 實叉難陀譯
T1317,甘露陀羅尼呪,唐 實叉難陀譯
T1318,瑜伽集要救阿難陀羅尼焰口軌儀經,唐 不空譯
T1319,瑜伽集要焰口施食起教阿難陀緣由,唐 不空譯
T1321,佛說施餓鬼甘露味大陀羅尼經,唐 跋馱木阿譯
T1322,新集浴像儀軌,唐 慧琳述
T1323,除一切疾病陀羅尼經,唐 不空譯
T1324,能淨一切眼疾病陀羅尼經,唐 不空譯
T1325,佛說療痔病經,唐 義淨譯
T1326,佛說呪時氣病經,東晉 曇無蘭譯
T1327,佛說呪齒經,東晉 曇無蘭譯
T1328,佛說呪目經,東晉 曇無蘭譯
T1329,佛說呪小兒經,東晉 曇無蘭譯
T1330,囉嚩拏說救療小兒疾病經,宋 法賢譯
T1331,佛說灌頂經,東晉 帛尸梨蜜多羅譯
T1332,七佛八菩薩所說大陀羅尼神呪經,失譯
T1333,虛空藏菩薩問七佛陀羅尼呪經,失譯
T1334,如來方便善巧呪經,隋 闍那崛多譯
T1335,大吉義神呪經,元魏 曇曜譯
T1336,陀羅尼雜集,失譯
T1337,種種雜呪經,北周 闍那崛多譯
T1338,呪三首經,唐 地婆訶羅譯
T1339,大方等陀羅尼經,北涼 法眾譯
T1340,大法炬陀羅尼經,隋 闍那崛多譯
T1341,大威德陀羅尼經,隋 闍那崛多譯
T1342,佛說無崖際總持法門經,西秦 聖堅譯
T1343,尊勝菩薩所問一切諸法入無量門陀羅尼經,北齊 萬天懿譯
T1344,金剛上味陀羅尼經,元魏 佛陀扇多譯
T1345,金剛場陀羅尼經,隋 闍那崛多譯
T1346,諸佛集會陀羅尼經,唐 提雲般若等譯
T1347,息除中夭陀羅尼經,宋 施護譯
T1348,佛說十二佛名神呪校量功德除障滅罪經,隋 闍那崛多譯
T1349,佛說稱讚如來功德神呪經,唐 義淨譯
T1350,佛說一切如來名號陀羅尼經,宋 法賢譯
T1351,佛說持句神呪經,吳 支謙譯
T1352,佛說陀隣尼鉢經,東晉 曇無蘭譯
T1353,東方最勝燈王陀羅尼經,隋 闍那崛多譯
T1354,東方最勝燈王如來經,隋 闍那崛多等譯
T1355,佛說聖最上燈明如來陀羅尼經,宋 施護譯
T1356,佛說華積陀羅尼神呪經,吳 支謙譯
T1357,佛說師子奮迅菩薩所問經,失譯
T1358,佛說花聚陀羅尼呪經,失譯
T1359,佛說花積樓閣陀羅尼經,宋 施護譯
T1360,六門陀羅尼經,唐 玄奘譯
T1361,六門陀羅尼經論,世親菩薩造
T1362,佛說善夜經,唐 義淨譯
T1363,勝幢臂印陀羅尼經,唐 玄奘譯
T1364,妙臂印幢陀羅尼經,唐 實叉難陀譯
T1365,八名普密陀羅尼經,唐 玄奘譯
T1366,佛說祕密八名陀羅尼經,宋 法賢譯
T1367,佛說大普賢陀羅尼經,失譯
T1368,佛說大七寶陀羅尼經,失譯
T1369a,百千印陀羅尼經,唐 實叉難陀譯
T1369b,百千印陀羅尼經,唐 實叉難陀譯
T1370,佛說持明藏八大總持王經,宋 施護譯
T1371,佛說聖大總持王經,宋 施護譯
T1372,增慧陀羅尼經,宋 施護譯
T1373,佛說施一切無畏陀羅尼經,宋 施護等譯
T1374,佛說一切功德莊嚴王經,唐 義淨譯
T1375,佛說莊嚴王陀羅尼呪經,唐 義淨譯
T1376,佛說聖莊嚴陀羅尼經,宋 施護譯
T1377,佛說寶帶陀羅尼經,宋 施護譯
T1378a,佛說玄師颰陀所說神呪經,東晉 曇無蘭譯
T1378b,幻師颰陀神呪經,東晉 曇無蘭譯
T1379,佛說大愛陀羅尼經,宋 法賢譯
T1380,佛說善樂長者經,宋 法賢譯
T1381,佛說大吉祥陀羅尼經,宋 法賢譯
T1382,佛說宿命智陀羅尼,宋 法賢譯
T1383,佛說宿命智陀羅尼經,宋 法賢譯
T1384,佛說鉢蘭那賒嚩哩大陀羅尼經,宋 法賢譯
T1385,佛說俱枳羅陀羅尼經,宋 法賢譯
T1386,佛說妙色陀羅尼經,宋 法賢譯
T1387,佛說栴檀香身陀羅尼經,宋 法賢譯
T1388,佛說無畏陀羅尼經,宋 法賢譯
T1389,佛說無量壽大智陀羅尼,宋 法賢譯
T1390,佛說洛叉陀羅尼經,宋 法賢譯
T1391,佛說檀特羅麻油述經,東晉 曇無蘭譯
T1392,大寒林聖難拏陀羅尼經,宋 法天譯
T1393,佛說摩尼羅亶經,東晉 曇無蘭譯
T1394,佛說安宅神呪經,失譯
T1395,拔濟苦難陀羅尼經,唐 玄奘譯
T1396,佛說拔除罪障呪王經,唐 義淨譯
T1397,智炬陀羅尼經,唐 提雲般若等譯
T1398,佛說智光滅一切業障陀羅尼經,宋 施護譯
T1399,佛說滅除五逆罪大陀羅尼經,宋 法賢譯
T1400,佛說消除一切災障寶髻陀羅尼經,宋 法賢譯
T1401,佛說大金剛香陀羅尼經,宋 施護譯
T1402,消除一切閃電障難隨求如意陀羅尼經,宋 施護譯
T1403,佛說如意摩尼陀羅尼經,宋 施護譯
T1404,佛說如意寶總持王經,宋 施護譯
T1405,佛說息除賊難陀羅尼經,宋 法賢譯
T1407,佛說辟除諸惡陀羅尼經,宋 法賢譯
T1408,佛說最上意陀羅尼經,宋 施護譯
T1409,佛說聖最勝陀羅尼經,宋 施護譯
T1410,佛說勝幡瓔珞陀羅尼經,宋 施護譯
T1411,佛說蓮華眼陀羅尼經,宋 施護譯
T1412,佛說寶生陀羅尼經,宋 施護譯
T1413,佛說尊勝大明王經,宋 施護譯
T1414,佛說金身陀羅尼經,宋 施護譯
T1415,大金剛妙高山樓閣陀羅尼,宋 施護譯
T1416,金剛摧碎陀羅尼,宋 慈賢譯
T1417,佛說壞相金剛陀羅尼經,元 沙囉巴譯
T1418,佛說一切如來安像三昧儀軌經,宋 施護譯
T1419,佛說造像量度經解,清 工布查布譯解
T1421,彌沙塞部和醯五分律,劉宋 佛陀什共竺道生等譯
T1422a,彌沙塞五分戒本,劉宋 佛陀什等譯
T1422b,五分戒本,劉宋 佛陀什等譯
T1423,五分比丘尼戒本,梁 明徽集
T1424,彌沙塞羯磨本,唐 愛同錄
T1425,摩訶僧祇律,東晉 佛陀跋陀羅共法顯譯
T1426,摩訶僧祇律大比丘戒本,東晉 佛陀跋陀羅譯
T1427,摩訶僧祇比丘尼戒本,東晉 法顯共覺賢譯
T1428,四分律,姚秦 佛陀耶舍共竺佛念等譯
T1429,四分律比丘戒本,後秦 佛陀耶舍譯
T1430,四分僧戒本,後秦 佛陀耶舍譯
T1431,四分比丘尼戒本,後秦 佛陀耶舍譯
T1432,曇無德律部雜羯磨,曹魏 康僧鎧譯
T1433,羯磨,曹魏 曇諦譯
T1434,四分比丘尼羯磨法,劉宋 求那跋摩譯
T1435,十誦律,後秦 弗若多羅共羅什譯
T1436,十誦比丘波羅提木叉戒本,姚秦 鳩摩羅什譯
T1437,十誦比丘尼波羅提木叉戒本,劉宋 法顯集出
T1439,十誦羯磨比丘要用,劉宋 僧璩撰出
T1440,薩婆多毘尼毘婆沙,失譯
T1441,薩婆多部毘尼摩得勒伽,劉宋 僧伽跋摩譯
T1442,根本說一切有部毘奈耶,唐 義淨譯
T1443,根本說一切有部苾芻尼毘奈耶,唐 義淨譯
T1444,根本說一切有部毘奈耶出家事,唐 義淨譯
T1445,根本說一切有部毘奈耶安居事,唐 義淨譯
T1446,根本說一切有部毘奈耶隨意事,唐 義淨譯
T1447,根本說一切有部毘奈耶皮革事,唐 義淨譯
T1448,根本說一切有部毘奈耶藥事,唐 義淨譯
T1449,根本說一切有部毘奈耶羯恥那衣事,唐 義淨譯
T1450,根本說一切有部毘奈耶破僧事,唐 義淨譯
T1451,根本說一切有部毘奈耶雜事,唐 義淨譯
T1452,根本說一切有部尼陀那目得迦,唐 義淨譯
T1453,根本說一切有部百一羯磨,唐 義淨譯
T1454,根本說一切有部戒經,唐 義淨譯
T1455,根本說一切有部苾芻尼戒經,唐 義淨譯
T1456,根本說一切有部毘奈耶尼陀那目得迦攝頌,唐 義淨譯
T1457,根本說一切有部略毘奈耶雜事攝頌,唐 義淨譯
T1458,根本薩婆多部律攝,尊者勝友造 唐 義淨譯
T1459,根本說一切有部毘奈耶頌,尊者毘舍佉造 唐 義淨譯
T1460,解脫戒經,元魏 般若流支譯
T1461,律二十二明了論,弗陀多羅多造 陳 真諦譯
T1462,善見律毘婆沙,蕭齊 僧伽跋陀羅譯
T1463,毘尼母經,失譯
T1464,鼻奈耶,姚秦 竺佛念譯
T1465,舍利弗問經,失譯
T1466,優波離問佛經,宋 求那跋摩譯
T1467a,佛說犯戒罪報輕重經,後漢 安世高譯
T1468,佛說目連所問經,宋 法天譯
T1469,佛說迦葉禁戒經,宋 沮渠京聲譯
T1470,大比丘三千威儀,後漢 安世高譯
T1471,沙彌十戒法并威儀,失譯
T1472,沙彌威儀,宋 求那跋摩譯
T1473,佛說沙彌十戒儀則經,宋 施護譯
T1474,沙彌尼戒經,失譯
T1475,沙彌尼離戒文,失譯
T1476,佛說優婆塞五戒相經,宋 求那跋摩譯
T1477,佛說戒消災經,吳 支謙譯
T1478,大愛道比丘尼經,失譯
T1479,佛說苾芻五法經,宋 法天譯
T1480,佛說苾芻迦尸迦十法經,宋 法天譯
T1481,佛說五恐怖世經,宋 沮渠京聲譯
T1482,佛阿毘曇經出家相品,陳 真諦譯
T1483a,佛說目連問戒律中五百輕重事,失譯
T1483b,佛說目連問戒律中五百輕重事經,失譯
T1484,梵網經,後秦 鳩摩羅什譯
T1485,菩薩瓔珞本業經,姚秦 竺佛念譯
T1486,受十善戒經,失譯
T1487,佛說菩薩內戒經,宋 求那跋摩譯
T1488,優婆塞戒經,北涼 曇無讖譯
T1489,清淨毘尼方廣經,後秦 鳩摩羅什譯
T1490,寂調音所問經,宋 法海譯
T1491,菩薩藏經,梁 僧伽婆羅譯
T1492,佛說舍利弗悔過經,後漢 安世高譯
T1493,大乘三聚懺悔經,隋 闍那崛多共笈多等譯
T1494,佛說淨業障經,失譯
T1495,善恭敬經,隋 闍那崛多譯
T1496,佛說正恭敬經,元魏 佛陀扇多譯
T1497,佛說大乘戒經,宋 施護譯
T1498,佛說八種長養功德經,宋 法護等譯
T1499,菩薩戒羯磨文,彌勒菩薩說 唐 玄奘譯
T1500,菩薩戒本,慈氏菩薩說 北涼 曇無讖譯
T1501,菩薩戒本,彌勒菩薩說 唐 玄奘譯
T1502,菩薩受齋經,西晉 聶道真譯
T1503,優婆塞五戒威儀經,宋 求那跋摩譯
T1504,菩薩五法懺悔文,失譯
T1505,四阿鋡暮抄解,婆素跋陀造 符秦 鳩摩羅佛提等譯
T1506,三法度論,東晉 僧伽提婆譯
T1507,分別功德論,失譯附後漢錄
T1508,阿含口解十二因緣經,後漢 安玄共嚴佛調譯
T1509,大智度論,龍樹菩薩造 後秦 鳩摩羅什譯
T1510a,金剛般若論,無著菩薩造 隋 達磨笈多譯
T1510b,金剛般若波羅蜜經論,無著菩薩造 隋 達磨笈多譯
T1511,金剛般若波羅蜜經論,天親菩薩造 元魏 菩提流支譯
T1512,金剛仙論,世親菩薩造 金剛仙論師釋 元魏 菩提流支譯
T1513,能斷金剛般若波羅蜜多經論釋,無著菩薩造頌 世親菩薩釋 唐 義淨譯
T1514,能斷金剛般若波羅蜜多經論頌,無著菩薩造 唐 義淨譯
T1515,金剛般若波羅蜜經破取著不壞假名論,功德施菩薩造 唐 地婆訶羅等譯
T1516,聖佛母般若波羅蜜多九頌精義論,勝德赤衣菩薩造 宋 法護等譯
T1517,佛母般若波羅蜜多圓集要義釋論,三寶尊菩薩造 大域龍菩薩造本論 宋 施護等譯
T1518,佛母般若波羅蜜多圓集要義論,大域龍菩薩造 宋 施護等譯
T1519,妙法蓮華經憂波提舍,大乘論師婆藪槃豆釋 後魏 菩提留支共曇林等譯
T1520,妙法蓮華經論優波提舍,婆藪般豆菩薩造 元魏 勒那摩提共僧朗等譯
T1521,十住毘婆沙論,聖者龍樹造 後秦 鳩摩羅什譯
T1522,十地經論,天親菩薩造 後魏 菩提流支等譯
T1523,大寶積經論,後魏 菩提流支譯
T1524,無量壽經優波提舍,婆藪槃豆菩薩造 元魏 菩提流支譯
T1525,彌勒菩薩所問經論,後魏 菩提流支譯
T1526,寶髻經四法憂波提舍,天親菩薩造 元魏 毘目智仙譯
T1527,涅槃論,婆藪槃豆作 元魏 達磨菩提譯
T1528,涅槃經本有今無偈論,天親菩薩造 陳 真諦譯
T1529,遺教經論,天親菩薩造 陳 真諦譯
T1530,佛地經論,親光菩薩等造 唐 玄奘譯
T1531,文殊師利菩薩問菩提經論,天親菩薩造 元魏 菩提流支譯
T1532,勝思惟梵天所問經論,天親菩薩造 後魏 菩提流支譯
T1533,轉法輪經憂波提舍,天親菩薩造 元魏 毘目智仙譯
T1534,三具足經憂波提舍,元魏 毘目智仙譯
T1536,阿毘達磨集異門足論,尊者舍利子說 唐 玄奘譯
T1537,阿毘達磨法蘊足論,尊者大目乾連造 唐 玄奘譯
T1538,施設論,宋 法護等譯
T1539,阿毘達磨識身足論,提婆設摩造 唐 玄奘譯
T1540,阿毘達磨界身足論,尊者世友造 唐 玄奘譯
T1541,眾事分阿毘曇論,尊者世友造 宋 求那跋陀羅共菩提耶舍譯
T1542,阿毘達磨品類足論,尊者世友造 唐 玄奘譯
T1543,阿毘曇八犍度論,迦栴延子造 符秦 僧伽提婆共竺佛念譯
T1544,阿毘達磨發智論,迦多衍尼子造 唐 玄奘譯
T1545,阿毘達磨大毘婆沙論,五百大阿羅漢等造 唐 玄奘譯
T1546,阿毘曇毘婆沙論,迦旃延子造 五百羅漢釋 北涼 浮陀跋摩共道泰等譯
T1547,鞞婆沙論,尸陀槃尼撰 符秦 僧伽跋澄譯
T1548,舍利弗阿毘曇論,姚秦 曇摩耶舍共曇摩崛多等譯
T1549,尊婆須蜜菩薩所集論,尊婆須蜜造 符秦 僧伽跋澄等譯
T1550,阿毘曇心論,尊者法勝造 晉 僧迦提婆共慧遠等譯
T1551,阿毘曇心論經,法勝論 優波扇多釋 高齊 那連提耶舍譯
T1552,雜阿毘曇心論,尊者法救造 宋 僧伽跋摩等譯
T1553,阿毘曇甘露味論,尊者瞿沙造 失譯
T1554,入阿毘達磨論,塞建陀羅造 唐 玄奘譯
T1555,五事毘婆沙論,尊者法救造 唐 玄奘譯
T1556,薩婆多宗五事論,唐 法成譯
T1557,阿毘曇五法行經,後漢 安世高譯
T1558,阿毘達磨俱舍論,尊者世親造 唐 玄奘譯
T1559,阿毘達磨俱舍釋論,婆藪盤豆造 陳 真諦譯
T1560,阿毘達磨俱舍論本頌,世親菩薩造 唐 玄奘譯
T1561,俱舍論實義疏,尊者安惠造
T1562,阿毘達磨順正理論,尊者眾賢造 唐 玄奘譯
T1563,阿毘達磨藏顯宗論,尊者眾賢造 唐 玄奘譯
T1564,中論,龍樹菩薩造 梵志青目釋 姚秦 鳩摩羅什譯
T1565,順中論,龍樹菩薩造 無著菩薩釋 元魏 瞿曇般若流支譯
T1566,般若燈論釋,偈本龍樹菩薩 釋論分別明菩薩 唐 波羅頗蜜多羅譯
T1567,大乘中觀釋論,安慧菩薩造 宋 惟淨等譯
T1568,十二門論,龍樹菩薩造 姚秦 鳩摩羅什譯
T1569,百論,提婆菩薩造 婆藪開士釋 姚秦 鳩摩羅什譯
T1570,廣百論本,聖天菩薩造 唐 玄奘譯
T1571,大乘廣百論釋論,聖天菩薩本 護法菩薩釋 唐 玄奘譯
T1572,百字論,提婆菩薩造 後魏 菩提流支譯
T1573,壹輸盧迦論,龍樹菩薩造 後魏 瞿曇般若留支譯
T1574,大乘破有論,龍樹菩薩造 宋 施護譯
T1575,六十頌如理論,龍樹菩薩造 宋 施護譯
T1576,大乘二十頌論,龍樹菩薩造 宋 施護譯
T1577,大丈夫論,提婆羅菩薩造 北涼 道泰譯
T1578,大乘掌珍論,清辯菩薩造 唐 玄奘譯
T1579,瑜伽師地論,彌勒菩薩說 唐 玄奘譯
T1580,瑜伽師地論釋,最勝子等造 唐 玄奘譯
T1581,菩薩地持經,北涼 曇無讖譯
T1582,菩薩善戒經,劉宋 求那跋摩譯
T1583,菩薩善戒經,劉宋 求那跋摩譯
T1584,決定藏論,梁 真諦譯
T1585,成唯識論,護法等菩薩造 唐 玄奘譯
T1586,唯識三十論頌,世親菩薩造 唐 玄奘譯
T1587,轉識論,陳 真諦譯
T1588,唯識論,天親菩薩造 後魏 瞿曇般若流支譯
T1589,大乘唯識論,天親菩薩造 陳 真諦譯
T1590,唯識二十論,世親菩薩造 唐 玄奘譯
T1591,成唯識寶生論,護法菩薩造 唐 義淨譯
T1592,攝大乘論,阿僧伽作 後魏 佛陀扇多譯
T1593,攝大乘論,無著菩薩造 陳 真諦譯
T1594,攝大乘論本,無著菩薩造 唐 玄奘譯
T1595,攝大乘論釋,世親菩薩釋 陳 真諦譯
T1596,攝大乘論釋論,世親菩薩造 隋 笈多共行矩等譯
T1597,攝大乘論釋,世親菩薩造 唐 玄奘譯
T1598,攝大乘論釋,無性菩薩造 唐 玄奘譯
T1599,中邊分別論,天親菩薩造 陳 真諦譯
T1600,辯中邊論,世親菩薩造 唐 玄奘譯
T1601,辯中邊論頌,彌勒菩薩說 唐 玄奘譯
T1602,顯揚聖教論,無著菩薩造 唐 玄奘譯
T1603,顯揚聖教論頌,無著菩薩造 唐 玄奘譯
T1604,大乘莊嚴經論,無著菩薩造 唐 波羅頗蜜多羅譯
T1605,大乘阿毘達磨集論,無著菩薩造 唐 玄奘譯
T1606,大乘阿毘達磨雜集論,安慧菩薩糅 唐 玄奘譯
T1607,六門教授習定論,無著本 世親釋 唐 義淨譯
T1608,業成就論,天親菩薩造 元魏 毘目智仙譯
T1609,大乘成業論,世親菩薩造 唐 玄奘譯
T1610,佛性論,天親菩薩造 陳 真諦譯
T1611,究竟一乘寶性論,後魏 勒那摩提譯
T1612,大乘五蘊論,世親菩薩造 唐 玄奘譯
T1613,大乘廣五蘊論,安慧菩薩造 唐 地婆訶羅譯
T1614,大乘百法明門論,天親菩薩造 唐 玄奘譯
T1615,王法正理論,彌勒菩薩造 唐 玄奘譯
T1616,十八空論,龍樹菩薩造 陳 真諦譯
T1617,三無性論,陳 真諦譯
T1618,顯識論,陳 真諦譯
T1619,無相思塵論,陳那菩薩造 陳 真諦譯
T1620,解捲論,陳那菩薩造 陳 真諦譯
T1621,掌中論,陳那菩薩造 唐 義淨譯
T1622,取因假設論,陳那菩薩造 唐 義淨譯
T1623,觀總相論頌,陳那菩薩造 唐 義淨譯
T1624,觀所緣緣論,陳那菩薩造 唐 玄奘譯
T1625,觀所緣論釋,護法菩薩造 唐 義淨譯
T1626,大乘法界無差別論,堅慧菩薩造 唐 提雲般若等譯
T1627,大乘法界無差別論,堅慧菩薩造 唐 提雲般若譯
T1628,因明正理門論本,大域龍菩薩造 唐 玄奘譯
T1629,因明正理門論,大域龍菩薩造 唐 義淨譯
T1630,因明入正理論,南羯羅主菩薩造 唐 玄奘譯
T1631,迴諍論,龍樹菩薩造 後魏 毘目智仙共瞿曇流支譯
T1632,方便心論,後魏 吉迦夜譯
T1633,如實論,陳 真諦譯
T1634,入大乘論,堅意菩薩造 北涼 道泰等譯
T1635,大乘寶要義論,宋 法護等譯
T1636,大乘集菩薩學論,法稱菩薩造 宋 法護等譯
T1637,集大乘相論,覺吉祥智菩薩造 宋 施護譯
T1638,集諸法寶最上義論,善寂菩薩造 宋 施護譯
T1639,提婆菩薩破楞伽經中外道小乘四宗論,提波菩薩造 後魏 菩提流支譯
T1640,提婆菩薩釋楞伽經中外道小乘涅槃論,提波菩薩造 後魏 菩提流支譯
T1641,隨相論,德慧法師造 陳 真諦譯
T1642,金剛針論,法稱菩薩造 宋 法天譯
T1643,尼乾子問無我義經,馬鳴菩薩集 宋 日稱譯
T1644,佛說立世阿毘曇論,陳 真諦譯
T1645,彰所知論,發合思巴造 元 沙羅巴譯
T1646,成實論,訶梨跋摩造 姚秦 鳩摩羅什譯
T1647,四諦論,婆藪跋摩造 陳 真諦譯
T1648,解脫道論,優波底沙造 梁 僧伽婆羅譯
T1649,三彌底部論,失譯
T1650,辟支佛因緣論,失譯
T1651,十二因緣論,淨意菩薩造 後魏 菩提流支譯
T1652,緣生論,欝楞迦造 隋 達磨笈多譯
T1653,大乘緣生論,欝楞迦造 唐 不空譯
T1654,因緣心論頌因緣心論釋,猛龍菩薩造
T1655,止觀門論頌,世親菩薩造 唐 義淨譯
T1656,寶行王正論,陳 真諦譯
T1657,手杖論,釋迦稱造 唐 義淨譯
T1658,諸教決定名義論,慈氏菩薩造 宋 施護譯
T1659,發菩提心經論,天親菩薩造 後秦 鳩摩羅什譯
T1660,菩提資糧論,龍樹本 自在比丘釋 隋 達磨笈多譯
T1661,菩提心離相論,龍樹菩薩造 宋 施護譯
T1662,菩提行經,龍樹菩薩集頌 宋 天息災譯
T1663,菩提心觀釋,宋 法天譯
T1664,廣釋菩提心論,蓮華戒菩薩造 宋 施護譯
T1665,金剛頂瑜伽中發阿耨多羅三藐三菩提心論,唐 不空譯
T1666,大乘起信論,馬鳴菩薩造 梁 真諦譯
T1667,大乘起信論,馬鳴菩薩造 唐 實叉難陀譯
T1668,釋摩訶衍論,龍樹菩薩造 姚秦 筏提摩多譯
T1669,大宗地玄文本論,馬鳴菩薩造 陳 真諦譯
T1670A,那先比丘經,失譯
T1670B,那先比丘經,失譯
T1671,福蓋正行所集經,龍樹菩薩集 宋 日稱等譯
T1672,龍樹菩薩為禪陀迦王說法要偈,宋 求那跋摩譯
T1673,勸發諸王要偈,龍樹菩薩撰 宋 僧伽跋摩譯
T1674,龍樹菩薩勸誡王頌,唐 義淨譯
T1675,讚法界頌,龍樹菩薩造 宋 施護譯
T1676,廣大發願頌,龍樹菩薩造 宋 施護等譯
T1677,三身梵讚,宋 法賢譯
T1678,佛三身讚,西土賢聖撰 宋 法賢譯
T1679,佛一百八名讚,宋 法天譯
T1680,一百五十讚佛頌,摩咥里制吒造 唐 義淨譯
T1681,佛吉祥德讚,寂友尊者造 宋 施護譯
T1682,七佛讚唄伽他,宋 法天譯
T1683,犍稚梵讚,宋 法賢譯
T1684,八大靈塔梵讚,西天戒日王製 宋 法賢譯
T1685,佛說八大靈塔名號經,宋 法賢譯
T1686,賢聖集伽陀一百頌,宋 天息災譯
T1687,事師法五十頌,馬鳴菩薩集 宋 日稱等譯
T1688,密跡力士大權神王經偈頌,元 管主八撰
T1689,請賓頭盧法,劉宋 慧簡譯
T1690,賓頭盧突羅闍為優陀延王說法經,劉宋 求那跋陀羅譯
T1691,迦葉仙人說醫女人經,宋 法賢譯
T1692,勝軍化世百喻伽他經,宋 天息災譯
T1693,人本欲生經註,東晉 道安撰
T1694,陰持入經註,吳 陳慧撰
T1695,大般若波羅蜜多經般若理趣分述讚,唐 窺基撰
T1696,大品經遊意,隋 吉藏撰
T1697,大慧度經宗要,新羅 元曉撰
T1698,金剛般若經疏,隋 智顗說
T1699,金剛般若疏,隋 吉藏撰
T1700,金剛般若經贊述,唐 窺基撰
T1701,金剛般若經疏論纂要,唐 宗密述 宋 子璿治定
T1702,金剛經纂要刊定記,宋 子璿錄
T1703,金剛般若波羅蜜經註解,明 宗泐．如同註
T1704,金剛般若波羅蜜經略疏,唐 智儼述
T1705,仁王護國般若經疏,隋 智顗說 灌頂記
T1706,仁王護國般若波羅蜜經疏神寶記,宋 善月述
T1707,仁王般若經疏,隋 吉藏撰
T1708,仁王經疏,唐 圓測撰
T1709,仁王護國般若波羅蜜多經疏,唐 良賁述
T1710,般若波羅蜜多心經幽贊,唐 窺基撰
T1711,般若波羅蜜多心經贊,唐 圓測撰
T1712,般若波羅蜜多心經略疏,唐 法藏述
T1713,般若心經略疏連珠記,宋 師會述
T1714,般若波羅蜜多心經註解,明 宗泐．如同註
T1715,法華經義記,梁 法雲撰
T1716,妙法蓮華經玄義,隋 智顗說
T1717,法華玄義釋籤,唐 湛然述
T1718,妙法蓮華經文句,隋 智顗說
T1719,法華文句記,唐 湛然述
T1720,法華玄論,隋 吉藏撰
T1721,法華義疏,隋 吉藏撰
T1722,法華遊意,隋 吉藏造
T1723,妙法蓮華經玄贊,唐 窺基撰
T1724,法華玄贊義決,唐 慧沼撰
T1725,法華宗要,新羅 元曉撰
T1726,觀音玄義,隋 智顗說．灌頂記
T1727,觀音玄義記,宋 知禮述
T1728,觀音義疏,隋 智顗說．灌頂記
T1729,觀音義疏記,宋 知禮述
T1730,金剛三昧經論,新羅 元曉述
T1731,華嚴遊意,隋 吉藏撰
T1732,大方廣佛華嚴經搜玄分齊通智方軌,唐 智儼述
T1733,華嚴經探玄記,唐 法藏述
T1734,花嚴經文義綱目,唐 法藏撰
T1735,大方廣佛華嚴經疏,唐 澄觀撰
T1736,大方廣佛華嚴經隨疏演義鈔,唐 澄觀述
T1737,大華嚴經略策,唐 澄觀述
T1738,新譯華嚴經七處九會頌釋章,唐 澄觀述
T1739,新華嚴經論,唐 李通玄撰
T1740,大方廣佛華嚴經中卷卷大意略敘,唐 李通玄造
T1741,略釋新華嚴經修行次第決疑論,唐 李通玄撰
T1742,大方廣佛華嚴經願行觀門骨目,唐 湛然撰
T1743,皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部,唐 靜居撰
T1744,勝鬘寶窟,隋 吉藏撰
T1745,無量壽經義疏,隋 慧遠撰
T1746,無量壽經義疏,隋 吉藏撰
T1747,兩卷無量壽經宗要,新羅 元曉撰
T1748,無量壽經連義述文贊,新羅 璟興撰
T1749,觀無量壽經義疏,隋 慧遠撰
T1750,觀無量壽佛經疏,隋 智顗說
T1751,觀無量壽佛經疏妙宗鈔,宋 知禮述
T1752,觀無量壽經義疏,隋 吉藏撰
T1753,觀無量壽佛經疏,唐 善導集記
T1754,觀無量壽佛經義疏,宋 元照述
T1755,阿彌陀經義記,隋 智顗說
T1756,阿彌陀經義述,唐 慧淨述
T1757,阿彌陀經疏,唐 窺基撰
T1758,阿彌陀經通贊疏,唐 窺基撰
T1759,阿彌陀經疏,新羅 元曉述
T1760,阿彌陀經疏,宋 智圓述
T1761,阿彌陀經義疏,宋 元照述
T1762,阿彌陀經要解,明 智旭解
T1763,大般涅槃經集解,梁 寶亮等集
T1764,大般涅槃經義記,隋 慧遠述
